Lot_ID,Wafer_ID,Probe_Count,Unit_Number,X,Y,Head Number,Site Number,Die Pass/Fail,Hard Bin No,Hard Bin Name,HardBinPassFail,Soft Bin No,Soft Bin Name,Soft Bin Pass/Fail,Tests Executed,Test Time (ms),[200][continuity_load:continuity_load@ANT_CNTL0_O[1]] [mV] [N/A][N/A][-900][-100]
N1PG81,8,M,222,15,45,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-398.037
N1PG81,8,M,223,16,45,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-397.65
N1PG81,8,M,224,17,45,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-397.65
N1PG81,8,M,225,18,45,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1478,-398.037
N1PG81,8,M,226,19,45,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-398.502
N1PG81,8,M,227,20,45,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-398.657
N1PG81,8,M,228,21,45,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-399.121
N1PG81,8,M,229,22,45,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1479,-399.121
N1PG81,8,M,231,24,45,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-399.121
N1PG81,8,M,233,24,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1475,-400.903
N1PG81,8,M,234,23,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-400.05
N1PG81,8,M,236,21,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-399.818
N1PG81,8,M,238,19,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1473,-398.27
N1PG81,8,M,239,18,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-396.72
N1PG81,8,M,240,17,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-397.65
N1PG81,8,M,241,16,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-398.966
N1PG81,8,M,242,15,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-397.882
N1PG81,8,M,243,14,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1479,-397.727
N1PG81,8,M,244,13,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-397.65
N1PG81,8,M,245,12,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-397.96
N1PG81,8,M,246,11,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1479,-399.354
N1PG81,8,M,247,10,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1478,-399.431
N1PG81,8,M,249,8,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-397.96
N1PG81,8,M,250,7,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-398.734
N1PG81,8,M,251,6,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-398.657
N1PG81,8,M,253,4,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1472,-400.205
N1PG81,8,M,254,3,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-399.044
N1PG81,8,M,255,2,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-398.27
N1PG81,8,M,256,1,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-397.805
N1PG81,8,M,257,0,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-398.811
N1PG81,8,M,258,-1,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1479,-398.812
N1PG81,8,M,259,-2,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-399.044
N1PG81,8,M,260,-3,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1478,-397.805
N1PG81,8,M,261,-4,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-398.192
N1PG81,8,M,262,-5,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-398.966
N1PG81,8,M,263,-6,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-397.727
N1PG81,8,M,264,-7,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1478,-398.037
N1PG81,8,M,265,-8,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-397.572
N1PG81,8,M,266,-9,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-397.727
N1PG81,8,M,267,-10,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1483,-398.889
N1PG81,8,M,268,-11,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-398.734
N1PG81,8,M,269,-12,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1482,-399.121
N1PG81,8,M,270,-13,44,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-396.798
N1PG81,8,M,272,-13,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-399.664
N1PG81,8,M,273,-12,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-399.354
N1PG81,8,M,274,-11,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-398.966
N1PG81,8,M,275,-10,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-399.044
N1PG81,8,M,276,-9,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-397.572
N1PG81,8,M,277,-8,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-397.572
N1PG81,8,M,278,-7,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-397.262
N1PG81,8,M,279,-6,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-398.037
N1PG81,8,M,280,-5,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-397.882
N1PG81,8,M,281,-4,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1479,-398.037
N1PG81,8,M,282,-3,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-397.805
N1PG81,8,M,283,-2,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1482,-398.657
N1PG81,8,M,284,-1,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1488,-399.431
N1PG81,8,M,286,1,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1482,-398.579
N1PG81,8,M,287,2,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-399.044
N1PG81,8,M,288,3,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1485,-399.199
N1PG81,8,M,289,4,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1478,-398.812
N1PG81,8,M,290,5,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-399.199
N1PG81,8,M,291,6,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1478,-399.431
N1PG81,8,M,293,8,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-398.502
N1PG81,8,M,294,9,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1476,-397.882
N1PG81,8,M,295,10,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-398.889
N1PG81,8,M,296,11,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-399.199
N1PG81,8,M,297,12,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1479,-398.966
N1PG81,8,M,298,13,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-396.875
N1PG81,8,M,299,14,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-396.411
N1PG81,8,M,300,15,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1480,-398.037
N1PG81,8,M,301,16,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1479,-398.425
N1PG81,8,M,302,17,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1477,-396.798
N1PG81,8,M,303,18,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1481,-397.805
N1PG81,8,M,304,19,43,1,1,Pass,1,Good,Pass,1,Good,Pass,275,1479,-397.882
